neg_id,src_idx,src_lat,src_lon,neg_lat,neg_lon,offset_m,img_path,img_download_ok,img_status_code,img_content_type
56,40,41.8637008,-87.7409591,41.82671435672072,-87.72899983017717,4222.849644789336,negative_samples_random_offset_1500_5000m_1000/neg_56.jpg,True,200,image/png
57,81,43.12105529999999,-88.19050299999999,43.145083995398075,-88.18128637395212,2769.744745422021,negative_samples_random_offset_1500_5000m_1000/neg_57.jpg,True,200,image/png
58,52,40.2291794,-76.95468079999999,40.254199096639795,-76.93112031496382,3420.423268698514,negative_samples_random_offset_1500_5000m_1000/neg_58.jpg,True,200,image/png
59,45,43.5561199,-89.4838588,43.57546634086958,-89.51430658547427,3257.3748346772536,negative_samples_random_offset_1500_5000m_1000/neg_59.jpg,True,200,image/png
60,349,43.7596634,-79.7003969,43.79148239817731,-79.66922420723242,4326.646412157143,negative_samples_random_offset_1500_5000m_1000/neg_60.jpg,True,200,image/png
61,335,35.4241629,-97.6143803,35.42601784426872,-97.58118101099586,3009.994612298191,negative_samples_random_offset_1500_5000m_1000/neg_61.jpg,True,200,image/png
62,311,44.2037656,-88.4817772,44.18725378557664,-88.53592730151104,4682.438012725797,negative_samples_random_offset_1500_5000m_1000/neg_62.jpg,True,200,image/png
63,120,39.7892497,-105.0755606,39.78645206528646,-105.11948857795402,3759.5872448858718,negative_samples_random_offset_1500_5000m_1000/neg_63.jpg,True,200,image/png
64,17,42.0518382,-71.3952826,42.073254808157735,-71.38661274209812,2482.321365444401,negative_samples_random_offset_1500_5000m_1000/neg_64.jpg,True,200,image/png
65,165,33.9990915,-117.5493301,33.96396446499674,-117.55103574567202,3902.258877186158,negative_samples_random_offset_1500_5000m_1000/neg_65.jpg,True,200,image/png
66,281,34.4894897,-117.286929,34.45217835337372,-117.27675791352081,4244.812655836933,negative_samples_random_offset_1500_5000m_1000/neg_66.jpg,True,200,image/png
67,46,34.1365345,-83.9490982,34.13522541247397,-83.96754638973353,1701.1447436449766,negative_samples_random_offset_1500_5000m_1000/neg_67.jpg,True,200,image/png
68,245,40.1400609,-88.235011,40.11642521710425,-88.2263888832218,2723.6683482358567,negative_samples_random_offset_1500_5000m_1000/neg_68.jpg,True,200,image/png
69,96,38.8228664,-91.06879049999999,38.810689375699255,-91.12329205424383,4903.208990990075,negative_samples_random_offset_1500_5000m_1000/neg_69.jpg,True,200,image/png
70,183,41.983797,-88.1239902,41.95960000700939,-88.11501246457914,2786.143089071793,negative_samples_random_offset_1500_5000m_1000/neg_70.jpg,True,200,image/png
71,67,41.7203455,-87.5885459,41.725726816757124,-87.6327975201201,3714.6146977408453,negative_samples_random_offset_1500_5000m_1000/neg_71.jpg,True,200,image/png
72,36,39.3934659,-84.22569720000001,39.38191261131874,-84.251490159789,2557.34241701784,negative_samples_random_offset_1500_5000m_1000/neg_72.jpg,True,200,image/png
73,168,40.8015352,-74.1422572,40.77267315890478,-74.11195663916615,4092.1475026583175,negative_samples_random_offset_1500_5000m_1000/neg_73.jpg,True,200,image/png
74,157,36.1784015,-95.8796411,36.15996845978819,-95.84304227176733,3865.133588442372,negative_samples_random_offset_1500_5000m_1000/neg_74.jpg,True,200,image/png
75,213,41.2937671,-81.4276821,41.32948500770661,-81.46259741412896,4919.123815050998,negative_samples_random_offset_1500_5000m_1000/neg_75.jpg,True,200,image/png
76,39,26.629639,-81.87228100000002,26.613640797517967,-81.91145204539137,4273.21777860252,negative_samples_random_offset_1500_5000m_1000/neg_76.jpg,True,200,image/png
77,149,32.9164475,-97.0834616,32.906173842520154,-97.12676994592239,4193.526137829865,negative_samples_random_offset_1500_5000m_1000/neg_77.jpg,True,200,image/png
78,307,46.7535359,-92.0968223,46.746837158892426,-92.1240611127003,2200.926847327881,negative_samples_random_offset_1500_5000m_1000/neg_78.jpg,True,200,image/png
79,278,38.39276359999999,-78.96630739999999,38.373134390431666,-78.99175136410427,3106.016762024403,negative_samples_random_offset_1500_5000m_1000/neg_79.jpg,True,200,image/png
80,186,34.0895697,-83.9865396,34.12538385864147,-84.01245439212639,4634.508065451533,negative_samples_random_offset_1500_5000m_1000/neg_80.jpg,True,200,image/png
81,60,32.1705144,-81.270847,32.18640866912924,-81.2483900715298,2750.408818170823,negative_samples_random_offset_1500_5000m_1000/neg_81.jpg,True,200,image/png
82,286,33.7701999,-84.59781799999999,33.78362053031501,-84.6214980476657,2644.496251760126,negative_samples_random_offset_1500_5000m_1000/neg_82.jpg,True,200,image/png
83,333,31.165387,-90.449001,31.14210808833324,-90.42529607944078,3427.2560057298715,negative_samples_random_offset_1500_5000m_1000/neg_83.jpg,True,200,image/png
84,311,44.2037656,-88.4817772,44.18516112768792,-88.43095652685791,4540.679239993353,negative_samples_random_offset_1500_5000m_1000/neg_84.jpg,True,200,image/png
85,337,42.1118178,-71.2346069,42.14423659052405,-71.2719508662758,4733.395637612608,negative_samples_random_offset_1500_5000m_1000/neg_85.jpg,True,200,image/png
86,170,41.8010206,-88.2937039,41.81229345855577,-88.3090232746079,1781.177367130867,negative_samples_random_offset_1500_5000m_1000/neg_86.jpg,True,200,image/png
87,302,34.4505665,-118.6435186,34.44290784666569,-118.66479464776363,2124.9059512026442,negative_samples_random_offset_1500_5000m_1000/neg_87.jpg,True,200,image/png
88,66,41.355337,-81.4548088,41.348877837472564,-81.47824841858946,2080.4240676544323,negative_samples_random_offset_1500_5000m_1000/neg_88.jpg,True,200,image/png
89,246,33.71661460000001,-117.969072,33.70097073086879,-117.95576476555853,2127.179565349067,negative_samples_random_offset_1500_5000m_1000/neg_89.jpg,True,200,image/png
90,66,41.355337,-81.4548088,41.35355919435855,-81.41287974699969,3499.0777436847984,negative_samples_random_offset_1500_5000m_1000/neg_90.jpg,True,200,image/png
91,255,38.8721859,-76.84806069999999,38.85746974337698,-76.86769175748698,2355.0771394037665,negative_samples_random_offset_1500_5000m_1000/neg_91.jpg,True,200,image/png
92,119,34.132546,-117.9305753,34.158419918324796,-117.92789737995177,2882.5250620127294,negative_samples_random_offset_1500_5000m_1000/neg_92.jpg,True,200,image/png
93,242,38.9878663,-94.7088394,39.014957736180556,-94.66975892377397,4517.951094092202,negative_samples_random_offset_1500_5000m_1000/neg_93.jpg,True,200,image/png
94,216,30.0022545,-90.0160976,30.034142986158944,-90.0319451994153,3853.517790207697,negative_samples_random_offset_1500_5000m_1000/neg_94.jpg,True,200,image/png
95,37,40.0728186,-74.22838899999999,40.08123308794407,-74.24626799545126,1782.878129019248,negative_samples_random_offset_1500_5000m_1000/neg_95.jpg,True,200,image/png
96,344,29.3178781,-98.6212213,29.320910429608965,-98.63874935338849,1729.4822148655524,negative_samples_random_offset_1500_5000m_1000/neg_96.jpg,True,200,image/png
97,154,44.0527905,-91.6313246,44.04558657641604,-91.68262049109765,4169.557675721277,negative_samples_random_offset_1500_5000m_1000/neg_97.jpg,True,200,image/png
98,241,44.0744955,-87.6726066,44.06744626111898,-87.7030353355828,2549.618114831397,negative_samples_random_offset_1500_5000m_1000/neg_98.jpg,True,200,image/png
99,210,32.8440623,-97.3191386,32.86050219854942,-97.29351201253378,3006.88847414848,negative_samples_random_offset_1500_5000m_1000/neg_99.jpg,True,200,image/png
100,322,40.4398725,-99.3990699,40.4046806783265,-99.39886415148025,3906.3308772782184,negative_samples_random_offset_1500_5000m_1000/neg_100.jpg,True,200,image/png
101,82,41.8193391,-87.6466973,41.795816298304594,-87.64211542292658,2638.3979055507552,negative_samples_random_offset_1500_5000m_1000/neg_101.jpg,True,200,image/png
102,89,34.2385744,-118.5770675,34.211809838880534,-118.61542626483474,4606.093612006465,negative_samples_random_offset_1500_5000m_1000/neg_102.jpg,True,200,image/png
103,72,34.1888131,-79.8421149,34.168927491322385,-79.86196406927323,2862.470959631944,negative_samples_random_offset_1500_5000m_1000/neg_103.jpg,True,200,image/png
104,197,33.8409533,-84.2529443,33.838185188777906,-84.27340936759383,1911.6341177872912,negative_samples_random_offset_1500_5000m_1000/neg_104.jpg,True,200,image/png
105,321,30.251475,-92.04418199999999,30.23872270795906,-92.01763835236524,2912.264419663328,negative_samples_random_offset_1500_5000m_1000/neg_105.jpg,True,200,image/png
106,157,36.1784015,-95.8796411,36.1552798289582,-95.9064376154771,3514.434440925631,negative_samples_random_offset_1500_5000m_1000/neg_106.jpg,True,200,image/png
107,176,36.06429079999999,-95.86093869999999,36.05839892088766,-95.8323378523299,2648.3085123222118,negative_samples_random_offset_1500_5000m_1000/neg_107.jpg,True,200,image/png
108,1,41.2625615,-112.0043703,41.27899917170004,-111.98241812118398,2585.3507129175573,negative_samples_random_offset_1500_5000m_1000/neg_108.jpg,True,200,image/png
109,329,41.2182108,-96.0287931,41.20746427763273,-96.08373998120891,4740.321234386416,negative_samples_random_offset_1500_5000m_1000/neg_109.jpg,True,200,image/png
110,128,30.482193,-90.05511829999999,30.503229682087493,-90.0869365072057,3836.2128573884747,negative_samples_random_offset_1500_5000m_1000/neg_110.jpg,True,200,image/png
111,147,33.4349325,-112.3704194,33.42186387079831,-112.31882843027668,4994.228689295393,negative_samples_random_offset_1500_5000m_1000/neg_111.jpg,True,200,image/png
112,259,32.811858,-97.01673559999999,32.8012814151951,-97.03594433517355,2142.314545634971,negative_samples_random_offset_1500_5000m_1000/neg_112.jpg,True,200,image/png
113,242,38.9878663,-94.7088394,39.021663992392,-94.70550004893956,3762.5908782312845,negative_samples_random_offset_1500_5000m_1000/neg_113.jpg,True,200,image/png
114,9,39.7521593,-86.1704073,39.73547088903239,-86.16307332951226,1955.288209241178,negative_samples_random_offset_1500_5000m_1000/neg_114.jpg,True,200,image/png
115,31,47.0944213,-122.3639334,47.08390791311713,-122.33500788296931,2477.853794355554,negative_samples_random_offset_1500_5000m_1000/neg_115.jpg,True,200,image/png
116,193,41.7753684,-88.2766113,41.783325812734326,-88.30134559058122,2229.889872798366,negative_samples_random_offset_1500_5000m_1000/neg_116.jpg,True,200,image/png
117,132,32.8196733,-97.3193122,32.78714180430856,-97.31780319960752,3613.738572994561,negative_samples_random_offset_1500_5000m_1000/neg_117.jpg,True,200,image/png
118,348,27.5070651,-99.4943715,27.509302993167278,-99.52067926062655,2601.933324587494,negative_samples_random_offset_1500_5000m_1000/neg_118.jpg,True,200,image/png
119,346,42.177152,-71.02316069999999,42.1365618967973,-71.00999540226317,4633.827351500366,negative_samples_random_offset_1500_5000m_1000/neg_119.jpg,True,200,image/png
120,330,37.5041158,-77.3542078,37.51584379067244,-77.36741708975201,1745.760029349849,negative_samples_random_offset_1500_5000m_1000/neg_120.jpg,True,200,image/png
121,182,35.1569059,-89.88953790000001,35.11517727205687,-89.87823284706714,4744.139345743573,negative_samples_random_offset_1500_5000m_1000/neg_121.jpg,True,200,image/png
122,229,47.5169331,-111.2622959,47.50815429074283,-111.31797190586951,4286.0666852601125,negative_samples_random_offset_1500_5000m_1000/neg_122.jpg,True,200,image/png
123,335,35.4241629,-97.6143803,35.40840665886399,-97.61046933028778,1784.3608349567285,negative_samples_random_offset_1500_5000m_1000/neg_123.jpg,True,200,image/png
124,191,36.4096621,-86.3728929,36.43268055593613,-86.3802862314601,2639.0307385679744,negative_samples_random_offset_1500_5000m_1000/neg_124.jpg,True,200,image/png
125,264,34.0011637,-117.4878154,33.97016875434507,-117.5165446720055,4338.881058006387,negative_samples_random_offset_1500_5000m_1000/neg_125.jpg,True,200,image/png
126,183,41.983797,-88.1239902,41.94995993170078,-88.11551406721365,3820.472176837424,negative_samples_random_offset_1500_5000m_1000/neg_126.jpg,True,200,image/png
127,190,38.5876094,-92.21110519999999,38.58318911637363,-92.23527636735243,2153.8122390107146,negative_samples_random_offset_1500_5000m_1000/neg_127.jpg,True,200,image/png
128,252,42.07173359999999,-80.1113757,42.0795395604151,-80.08508755003636,2332.912457423969,negative_samples_random_offset_1500_5000m_1000/neg_128.jpg,True,200,image/png
129,24,29.7269668,-94.8817774,29.708879563431896,-94.89409755400719,2332.618044674725,negative_samples_random_offset_1500_5000m_1000/neg_129.jpg,True,200,image/png
130,115,34.2584513,-92.0717437,34.266895876392226,-92.0857270307103,1588.8223901380074,negative_samples_random_offset_1500_5000m_1000/neg_130.jpg,True,200,image/png
131,42,34.2405174,-118.3722889,34.212455954834,-118.35329269204168,3569.3970478127935,negative_samples_random_offset_1500_5000m_1000/neg_131.jpg,True,200,image/png
132,309,32.6579208,-97.28372549999999,32.64406504352821,-97.237211224585,4610.90193303273,negative_samples_random_offset_1500_5000m_1000/neg_132.jpg,True,200,image/png
133,112,40.5319141,-111.8907954,40.502463471407665,-111.90433108002304,3462.7313825281735,negative_samples_random_offset_1500_5000m_1000/neg_133.jpg,True,200,image/png
134,3,32.0351276,-97.09736,31.99099085572737,-97.08787630441803,4979.790212919439,negative_samples_random_offset_1500_5000m_1000/neg_134.jpg,True,200,image/png
135,27,47.783488,-116.794207,47.76241453736838,-116.79612319346852,2343.516338980803,negative_samples_random_offset_1500_5000m_1000/neg_135.jpg,True,200,image/png
136,29,33.4237443,-84.15020059999999,33.4525074777748,-84.1577866209591,3269.147978792343,negative_samples_random_offset_1500_5000m_1000/neg_136.jpg,True,200,image/png
137,335,35.4241629,-97.6143803,35.424116111093014,-97.64558498122224,2822.53249065006,negative_samples_random_offset_1500_5000m_1000/neg_137.jpg,True,200,image/png
138,151,34.74562239999999,-86.6854555,34.73405026074161,-86.63632680787397,4661.387566774247,negative_samples_random_offset_1500_5000m_1000/neg_138.jpg,True,200,image/png
139,48,38.2745293,-121.9863466,38.255364133677695,-122.033026112697,4590.384709536334,negative_samples_random_offset_1500_5000m_1000/neg_139.jpg,True,200,image/png
140,218,40.1118975,-74.969591,40.1276705597498,-74.93958032285795,3091.2539323617757,negative_samples_random_offset_1500_5000m_1000/neg_140.jpg,True,200,image/png
141,212,32.9444994,-117.0428124,32.925604019907006,-117.04020258741465,2111.429328004934,negative_samples_random_offset_1500_5000m_1000/neg_141.jpg,True,200,image/png
142,337,42.1118178,-71.2346069,42.12264226018668,-71.20087156923617,3026.6106964918135,negative_samples_random_offset_1500_5000m_1000/neg_142.jpg,True,200,image/png
143,25,43.6695007,-72.372591,43.65145895844596,-72.38210429519421,2143.354224739667,negative_samples_random_offset_1500_5000m_1000/neg_143.jpg,True,200,image/png
144,229,47.5169331,-111.2622959,47.49505721775022,-111.26511811885784,2437.422622756637,negative_samples_random_offset_1500_5000m_1000/neg_144.jpg,True,200,image/png
145,88,45.68298100000001,-74.0798799,45.705787635504414,-74.12332348107297,4214.083195149913,negative_samples_random_offset_1500_5000m_1000/neg_145.jpg,True,200,image/png
146,319,41.716375,-85.80916599999999,41.700766682988586,-85.7601348142369,4416.521566811392,negative_samples_random_offset_1500_5000m_1000/neg_146.jpg,True,200,image/png
147,318,29.9963122,-95.3829398,30.015737187002166,-95.33924748687424,4721.351037717042,negative_samples_random_offset_1500_5000m_1000/neg_147.jpg,True,200,image/png
148,157,36.1784015,-95.8796411,36.14424307899728,-95.89852458684892,4151.94802265659,negative_samples_random_offset_1500_5000m_1000/neg_148.jpg,True,200,image/png
149,338,19.4130337,-99.16337089999999,19.4569823471457,-99.16472010767072,4880.3442663692,negative_samples_random_offset_1500_5000m_1000/neg_149.jpg,True,200,image/png
150,321,30.251475,-92.04418199999999,30.26408554296913,-92.0766166779145,3410.4706771410783,negative_samples_random_offset_1500_5000m_1000/neg_150.jpg,True,200,image/png
151,65,39.92984209999999,-75.07949239999999,39.90622026085697,-75.08280504335546,2637.1415668332456,negative_samples_random_offset_1500_5000m_1000/neg_151.jpg,True,200,image/png
152,269,39.2031449,-78.14846709999999,39.18098322429598,-78.13809427367823,2616.751466023654,negative_samples_random_offset_1500_5000m_1000/neg_152.jpg,True,200,image/png
153,195,47.3613423,-122.2419067,47.32122172077151,-122.25292288235077,4529.756452130485,negative_samples_random_offset_1500_5000m_1000/neg_153.jpg,True,200,image/png
154,25,43.6695007,-72.372591,43.69362447735108,-72.36388010007867,2767.570678167565,negative_samples_random_offset_1500_5000m_1000/neg_154.jpg,True,200,image/png
155,255,38.8721859,-76.84806069999999,38.86326613358519,-76.86892973709483,2057.3811869593046,negative_samples_random_offset_1500_5000m_1000/neg_155.jpg,True,200,image/png
156,37,40.0728186,-74.22838899999999,40.0984379262007,-74.22916528516454,2844.5095541728606,negative_samples_random_offset_1500_5000m_1000/neg_156.jpg,True,200,image/png
157,306,34.0285036,-117.9741669,34.0581888922392,-117.96265709733511,3461.004822017677,negative_samples_random_offset_1500_5000m_1000/neg_157.jpg,True,200,image/png
158,156,27.9468106,-81.7852406,27.93521898097456,-81.79520906197683,1615.844133934896,negative_samples_random_offset_1500_5000m_1000/neg_158.jpg,True,200,image/png
159,124,26.7063074,-80.1475,26.726411041767804,-80.12841662734714,2925.806951495982,negative_samples_random_offset_1500_5000m_1000/neg_159.jpg,True,200,image/png
160,340,33.435485,-112.158153,33.44094512718745,-112.14304569779942,1525.000717371354,negative_samples_random_offset_1500_5000m_1000/neg_160.jpg,True,200,image/png
161,19,37.9131404,-121.1930092,37.88637601612262,-121.1631203722899,3959.412663258366,negative_samples_random_offset_1500_5000m_1000/neg_161.jpg,True,200,image/png
162,131,33.4095536,-111.8669849,33.42765493344802,-111.89479604213209,3267.6609389023824,negative_samples_random_offset_1500_5000m_1000/neg_162.jpg,True,200,image/png
163,179,40.68671519999999,-75.36035559999999,40.65051908913359,-75.35441351699782,4048.778269899282,negative_samples_random_offset_1500_5000m_1000/neg_163.jpg,True,200,image/png
164,181,-37.8476254,144.7853535,-37.869306205220205,144.77502635064897,2571.1726917423357,negative_samples_random_offset_1500_5000m_1000/neg_164.jpg,True,200,image/png
165,80,37.1928286,-77.42228899999999,37.2220325742003,-77.45011673592485,4069.7516244113554,negative_samples_random_offset_1500_5000m_1000/neg_165.jpg,True,200,image/png
166,311,44.2037656,-88.4817772,44.23354736445609,-88.4808753175935,3306.554725970738,negative_samples_random_offset_1500_5000m_1000/neg_166.jpg,True,200,image/png
167,131,33.4095536,-111.8669849,33.454155853793715,-111.86736663391798,4950.9765199544745,negative_samples_random_offset_1500_5000m_1000/neg_167.jpg,True,200,image/png
168,197,33.8409533,-84.2529443,33.80090663694446,-84.23199192327584,4846.76313296883,negative_samples_random_offset_1500_5000m_1000/neg_168.jpg,True,200,image/png
169,152,36.3466261,-94.1449825,36.342380926006896,-94.12122690317089,2175.5036093523586,negative_samples_random_offset_1500_5000m_1000/neg_169.jpg,True,200,image/png
170,192,33.0060672,-96.6850311,32.9973682660759,-96.71006597765337,2522.5185743063516,negative_samples_random_offset_1500_5000m_1000/neg_170.jpg,True,200,image/png
